Nome Completo,CPF,Logradouro,Munic¡pio da NotificaÆo,Telefone de Contato,EvoluÆo Caso,Data da NotificaÆo,CEP,Resultado do Teste,Sexo,IDADE,Data do in¡cio dos sintomas
FULANE SILVE,88890086,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-07-10,0,Negativo,Masculino,31,09/07/2020
FULANE SILVE,88890087,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-23,0,Negativo,Masculino,39,22/06/2020
FULANE SILVE,88890088,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-05-28,0,Negativo,Masculino,41,28/05/2020
FULANE SILVE,88890089,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-05-31,0,Negativo,Masculino,40,25/05/2020
FULANE SILVE,88890090,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-05-31,0,Negativo,Masculino,36,27/05/2020
FULANE SILVE,88890091,RUA LUGAR NENHUM,CanaÆ dos Caraj s,99999999,,2020-06-26,0,,Masculino,37,26/06/2020
FULANE SILVE,88890092,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-19,0,Negativo,Masculino,47,18/06/2020
FULANE SILVE,88890093,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-02,0,Negativo,Masculino,26,01/06/2020
FULANE SILVE,88890094,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-07-06,0,Positivo,Masculino,43,22/06/2020
FULANE SILVE,88890095,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-19,0,Negativo,Masculino,46,17/06/2020
FULANE SILVE,88890096,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-05-26,0,Negativo,Masculino,47,26/05/2020
FULANE SILVE,88890097,RUA LUGAR NENHUM,Mariana,99999999,,2020-05-02,0,,Masculino,2,01/05/2020
FULANE SILVE,88890098,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-17,0,Negativo,Masculino,40,17/06/2020
FULANE SILVE,88890099,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-04,0,Negativo,Masculino,30,04/06/2020
FULANE SILVE,88890100,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-22,0,Negativo,Masculino,27,22/06/2020
FULANE SILVE,88890101,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-15,0,Negativo,Masculino,30,15/06/2020
FULANE SILVE,88890102,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-14,0,Negativo,Masculino,22,26/05/2020
FULANE SILVE,88890103,RUA LUGAR NENHUM,SÆo Gonalo do Rio Abaixo,99999999,,2020-07-14,0,Positivo,Masculino,22,13/07/2020
FULANE SILVE,88890104,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-05-29,0,,Masculino,25,28/05/2020
FULANE SILVE,88890105,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-07-07,0,Negativo,Masculino,31,07/07/2020
FULANE SILVE,88890106,RUA LUGAR NENHUM,Mariana,99999999,,2020-04-29,0,,Masculino,27,27/04/2020
FULANE SILVE,88890107,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-05-31,0,Negativo,Masculino,55,29/05/2020
FULANE SILVE,88890108,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-04,0,Negativo,Feminino,30,01/06/2020
FULANE SILVE,88890109,RUA LUGAR NENHUM,Presidente Bernardes,99999999,,2020-03-23,0,,Feminino,31,21/03/2020
FULANE SILVE,88890110,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-05-30,0,Negativo,Masculino,28,30/05/2020
FULANE SILVE,88890111,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-04,0,Negativo,Masculino,58,28/05/2020
FULANE SILVE,88890112,RUA LUGAR NENHUM,Mariana,99999999,,2020-05-27,0,,Feminino,32,23/05/2020
FULANE SILVE,88890113,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-10,0,Negativo,Feminino,28,10/06/2020
FULANE SILVE,88890114,RUA LUGAR NENHUM,Belo Horizonte,99999999,,2020-07-14,0,Positivo,Feminino,33,13/07/2020
FULANE SILVE,88890115,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-07-04,0,,Feminino,33,01/07/2020
FULANE SILVE,88890116,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-07-15,0,,Feminino,40,13/07/2020
FULANE SILVE,88890117,RUA LUGAR NENHUM,Belo Horizonte,99999999,,2020-06-09,0,Negativo,Feminino,23,04/06/2020
FULANE SILVE,88890118,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-05-11,0,Negativo,Feminino,38,18/03/2020
FULANE SILVE,88890119,RUA LUGAR NENHUM,Belo Horizonte,99999999,,2020-06-23,0,,Feminino,36,22/06/2020
FULANE SILVE,88890120,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-06,0,Negativo,Feminino,20,05/06/2020
FULANE SILVE,88890121,RUA LUGAR NENHUM,Mariana,99999999,,2020-07-14,0,,Feminino,15,07/07/2020
FULANE SILVE,88890122,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-07-13,0,,Feminino,53,12/07/2020
FULANE SILVE,88890123,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-18,0,Negativo,Feminino,39,
FULANE SILVE,88890124,RUA LUGAR NENHUM,Belo Horizonte,99999999,,2020-07-09,0,Negativo,Feminino,50,09/07/2020
FULANE SILVE,88890125,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-03-25,0,,Masculino,8,23/03/2020
FULANE SILVE,88890126,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-07-14,0,,Feminino,33,11/07/2020
FULANE SILVE,88890127,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-07-14,0,Negativo,Feminino,38,06/07/2020
FULANE SILVE,88890128,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-04-05,0,,Feminino,20,02/04/2020
FULANE SILVE,88890129,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-25,0,Negativo,Feminino,31,24/06/2020
FULANE SILVE,88890130,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-07-10,0,,Feminino,46,09/07/2020
FULANE SILVE,88890131,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-29,0,Positivo,Feminino,44,02/06/2020
FULANE SILVE,88890132,RUA LUGAR NENHUM,Conselheiro Lafaiete,99999999,,2020-06-05,0,Negativo,Masculino,19,02/06/2020
FULANE SILVE,88890133,RUA LUGAR NENHUM,Belo Horizonte,99999999,,2020-07-01,0,,Feminino,23,29/06/2020
FULANE SILVE,88890134,RUA LUGAR NENHUM,Ouro Preto,99999999,Cura,2020-07-02,0,Negativo,Masculino,30,26/06/2020
FULANE SILVE,88890135,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-22,0,Negativo,Masculino,45,19/06/2020
FULANE SILVE,88890136,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-15,0,Negativo,Feminino,13,15/05/2020
FULANE SILVE,88890137,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-04,0,Negativo,Feminino,25,02/06/2020
FULANE SILVE,88890138,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-23,0,Negativo,Masculino,24,23/06/2020
FULANE SILVE,88890139,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-04,0,Negativo,Masculino,40,01/06/2020
FULANE SILVE,88890140,RUA LUGAR NENHUM,Ouro Preto,99999999,Cancelado,2020-06-12,0,,Masculino,42,09/06/2020
FULANE SILVE,88890141,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-05-31,0,Negativo,Masculino,35,25/05/2020
FULANE SILVE,88890142,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-19,0,Negativo,Masculino,51,19/06/2020
FULANE SILVE,88890143,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-05-31,0,Negativo,Masculino,39,29/05/2020
FULANE SILVE,88890144,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-05-31,0,Negativo,Masculino,29,27/05/2020
FULANE SILVE,88890145,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-05-31,0,Negativo,Masculino,34,27/05/2020
FULANE SILVE,88890146,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-25,0,Negativo,Masculino,58,25/06/2020
FULANE SILVE,88890147,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-07-10,0,,Feminino,20,07/07/2020
FULANE SILVE,88890148,RUA LUGAR NENHUM,Ouro Preto,99999999,Cura,2020-04-01,0,,Masculino,34,19/03/2020
FULANE SILVE,88890149,RUA LUGAR NENHUM,Congonhas,99999999,,2020-06-03,0,Negativo,Feminino,21,03/06/2020
FULANE SILVE,88890150,RUA LUGAR NENHUM,Mariana,99999999,,2020-06-18,0,Negativo,Feminino,6,14/06/2020
FULANE SILVE,88890151,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-15,0,,Feminino,12,14/06/2020
FULANE SILVE,88890152,RUA LUGAR NENHUM,SÆo Paulo,99999999,,2020-05-22,0,Negativo,Feminino,25,21/05/2020
FULANE SILVE,88890153,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-04,0,Negativo,Feminino,24,03/06/2020
FULANE SILVE,88890154,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-18,0,Negativo,Feminino,24,04/06/2020
FULANE SILVE,88890155,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-07-18,0,Negativo,Feminino,21,01/07/2020
FULANE SILVE,88890156,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-03-18,0,,Feminino,29,17/03/2020
FULANE SILVE,88890157,RUA LUGAR NENHUM,SÆo Gonalo do Rio Abaixo,99999999,,2020-07-09,0,Negativo,Feminino,27,06/07/2020
FULANE SILVE,88890158,RUA LUGAR NENHUM,Belo Horizonte,99999999,,2020-06-04,0,Negativo,Masculino,29,04/06/2020
FULANE SILVE,88890159,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-07-15,0,Positivo,Feminino,42,07/07/2020
FULANE SILVE,88890160,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-05-31,0,Negativo,Masculino,22,27/05/2020
FULANE SILVE,88890161,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-15,0,Negativo,Masculino,35,15/06/2020
FULANE SILVE,88890162,RUA LUGAR NENHUM,Belo Horizonte,99999999,,2020-06-18,0,Negativo,Masculino,37,16/06/2020
FULANE SILVE,88890163,RUA LUGAR NENHUM,SÆo Paulo,99999999,,2020-06-03,0,Negativo,Masculino,27,02/06/2020
FULANE SILVE,88890164,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-24,0,Negativo,Masculino,36,24/06/2020
FULANE SILVE,88890165,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-16,0,Positivo,Masculino,38,16/06/2020
FULANE SILVE,88890166,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-05-28,0,Negativo,Masculino,22,28/05/2020
FULANE SILVE,88890167,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-05-30,0,Negativo,Masculino,25,30/05/2020
FULANE SILVE,88890168,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-16,0,Negativo,Masculino,32,16/06/2020
FULANE SILVE,88890169,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-07-09,0,Negativo,Masculino,40,09/07/2020
FULANE SILVE,88890170,RUA LUGAR NENHUM,Mariana,99999999,,2020-07-04,0,,Masculino,33,02/07/2020
FULANE SILVE,88890171,RUA LUGAR NENHUM,Mariana,99999999,,2020-05-28,0,,Masculino,45,26/05/2020
FULANE SILVE,88890172,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-23,0,Negativo,Masculino,41,23/06/2020
FULANE SILVE,88890173,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-23,0,Negativo,Feminino,56,22/06/2020
FULANE SILVE,88890174,RUA LUGAR NENHUM,Mariana,99999999,,2020-05-26,0,,Feminino,48,23/05/2020
FULANE SILVE,88890175,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-25,0,Negativo,Masculino,34,25/06/2020
FULANE SILVE,88890176,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-05-31,0,Negativo,Masculino,27,29/05/2020
FULANE SILVE,88890177,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-07-02,0,Negativo,Masculino,34,02/07/2020
FULANE SILVE,88890178,RUA LUGAR NENHUM,Belo Horizonte,99999999,,2020-05-27,0,,Masculino,31,26/05/2020
FULANE SILVE,88890179,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-15,0,Negativo,Masculino,28,15/06/2020
FULANE SILVE,88890180,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-05-31,0,Negativo,Masculino,44,29/05/2020
FULANE SILVE,88890181,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-07-08,0,Negativo,Masculino,33,08/07/2020
FULANE SILVE,88890182,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-07-06,0,Negativo,Masculino,39,20/05/2020
FULANE SILVE,88890183,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-04,0,Negativo,Masculino,27,27/05/2020
FULANE SILVE,88890184,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-07-11,0,Positivo,Masculino,36,11/07/2020
FULANE SILVE,88890185,RUA LUGAR NENHUM,Itabira,99999999,,2020-07-07,0,Negativo,Masculino,40,06/07/2020
FULANE SILVE,88890186,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-16,0,Negativo,Masculino,37,16/06/2020
FULANE SILVE,88890187,RUA LUGAR NENHUM,Nova Lima,99999999,,2020-06-26,0,Positivo,Masculino,40,25/06/2020
FULANE SILVE,88890188,RUA LUGAR NENHUM,Itabira,99999999,,2020-07-06,0,Negativo,Masculino,25,22/06/2020
FULANE SILVE,88890189,RUA LUGAR NENHUM,SÆo Paulo,99999999,,2020-06-15,0,Negativo,Masculino,30,05/06/2020
FULANE SILVE,88890190,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-05-22,0,Negativo,Feminino,30,14/05/2020
FULANE SILVE,88890191,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-30,0,Positivo,Feminino,32,22/06/2020
FULANE SILVE,88890192,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-10,0,Negativo,Feminino,32,10/06/2020
FULANE SILVE,88890193,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-05-18,0,,Feminino,21,16/05/2020
FULANE SILVE,88890194,RUA LUGAR NENHUM,Belo Horizonte,99999999,,2020-07-03,0,Negativo,Feminino,24,03/07/2020
FULANE SILVE,88890195,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-05-15,0,,Feminino,27,09/05/2020
FULANE SILVE,88890196,RUA LUGAR NENHUM,Contagem,99999999,,2020-07-03,0,,Feminino,34,30/06/2020
FULANE SILVE,88890197,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-16,0,Negativo,Feminino,37,15/06/2020
FULANE SILVE,88890198,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-05-04,0,,Feminino,32,20/04/2020
FULANE SILVE,88890199,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-03,0,Negativo,Feminino,45,03/06/2020
FULANE SILVE,88890200,RUA LUGAR NENHUM,Conselheiro Lafaiete,99999999,,2020-03-27,0,,Feminino,31,20/03/2020
FULANE SILVE,88890201,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-08,0,Negativo,Feminino,32,08/06/2020
FULANE SILVE,88890202,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-05-28,0,Negativo,Masculino,33,24/05/2020
FULANE SILVE,88890203,RUA LUGAR NENHUM,SÆo Paulo,99999999,,2020-07-07,0,Negativo,Masculino,26,03/07/2020
FULANE SILVE,88890204,RUA LUGAR NENHUM,Catas Altas da Noruega,99999999,,2020-06-18,0,,Masculino,54,18/06/2020
FULANE SILVE,88890205,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-05-27,0,Negativo,Feminino,41,27/05/2020
FULANE SILVE,88890206,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-07-09,0,Negativo,Feminino,17,30/06/2020
FULANE SILVE,88890207,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-03-22,0,Negativo,Feminino,16,20/03/2020
FULANE SILVE,88890208,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-03-23,0,,Feminino,12,23/03/2020
FULANE SILVE,88890209,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-22,0,Negativo,Masculino,90,17/06/2020
FULANE SILVE,88890210,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-06,0,Negativo,Feminino,32,05/06/2020
FULANE SILVE,88890211,RUA LUGAR NENHUM,Ouro Preto,99999999,Cura,2020-04-22,0,Negativo,Masculino,68,15/04/2020
FULANE SILVE,88890212,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-05-29,0,,Feminino,4,27/05/2020
FULANE SILVE,88890213,RUA LUGAR NENHUM,Belo Horizonte,99999999,,2020-07-06,0,,Feminino,23,02/06/2020
FULANE SILVE,88890214,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-15,0,Negativo,Feminino,22,15/05/2020
FULANE SILVE,88890215,RUA LUGAR NENHUM,Mariana,99999999,,2020-06-17,0,,Feminino,25,10/06/2020
FULANE SILVE,88890216,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-22,0,Positivo,Feminino,71,07/06/2020
FULANE SILVE,88890217,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-12,0,Negativo,Masculino,52,01/06/2020
FULANE SILVE,88890218,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-04,0,Negativo,Masculino,39,03/06/2020
FULANE SILVE,88890219,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-24,0,Negativo,Feminino,28,23/06/2020
FULANE SILVE,88890220,RUA LUGAR NENHUM,Itabirito,99999999,Cura,2020-06-08,0,Negativo,Feminino,26,05/06/2020
FULANE SILVE,88890221,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-03-27,0,,Feminino,31,20/03/2020
FULANE SILVE,88890222,RUA LUGAR NENHUM,Sete Lagoas,99999999,,2020-05-28,0,Negativo,Feminino,29,28/05/2020
FULANE SILVE,88890223,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-05-18,0,,Feminino,20,16/05/2020
FULANE SILVE,88890224,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-05-31,0,Negativo,Masculino,27,26/05/2020
FULANE SILVE,88890225,RUA LUGAR NENHUM,Itamarandiba,99999999,,2020-06-17,0,Negativo,Feminino,31,15/06/2020
FULANE SILVE,88890226,RUA LUGAR NENHUM,Santa B rbara,99999999,,2020-06-25,0,Negativo,Feminino,28,25/06/2020
FULANE SILVE,88890227,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-05,0,Negativo,Feminino,19,05/06/2020
FULANE SILVE,88890228,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-29,0,Negativo,Masculino,27,26/06/2020
FULANE SILVE,88890229,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-19,0,Negativo,Masculino,31,19/06/2020
FULANE SILVE,88890230,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-05-29,0,Positivo,Masculino,28,29/05/2020
FULANE SILVE,88890231,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-07-09,0,,Masculino,23,09/07/2020
FULANE SILVE,88890232,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-03-25,0,,Masculino,20,19/03/2020
FULANE SILVE,88890233,RUA LUGAR NENHUM,SÆo JoÆo del Rei,99999999,,2020-07-08,0,Negativo,Masculino,27,08/07/2020
FULANE SILVE,88890234,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-06,0,Negativo,Masculino,18,05/06/2020
FULANE SILVE,88890235,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-07-06,0,Negativo,Masculino,31,25/06/2020
FULANE SILVE,88890236,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-05-31,0,Negativo,Masculino,28,27/05/2020
FULANE SILVE,88890237,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-05-30,0,Negativo,Masculino,29,30/05/2020
FULANE SILVE,88890238,RUA LUGAR NENHUM,SÆo Paulo,99999999,,2020-05-22,0,Negativo,Masculino,31,22/05/2020
FULANE SILVE,88890239,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-06,0,Negativo,Masculino,23,05/06/2020
FULANE SILVE,88890240,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-15,0,,Feminino,24,13/06/2020
FULANE SILVE,88890241,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-12,0,Negativo,Feminino,29,12/06/2020
FULANE SILVE,88890242,RUA LUGAR NENHUM,SÆo Paulo,99999999,,2020-05-22,0,Positivo,Feminino,42,19/05/2020
FULANE SILVE,88890243,RUA LUGAR NENHUM,Itabira,99999999,,2020-07-07,0,Negativo,Feminino,48,06/07/2020
FULANE SILVE,88890244,RUA LUGAR NENHUM,Mariana,99999999,,2020-05-13,0,,Feminino,36,10/05/2020
FULANE SILVE,88890245,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-05-29,0,Negativo,Masculino,42,28/05/2020
FULANE SILVE,88890246,RUA LUGAR NENHUM,Belo Horizonte,99999999,,2020-06-05,0,Negativo,Masculino,35,05/06/2020
FULANE SILVE,88890247,RUA LUGAR NENHUM,Itabira,99999999,,2020-07-13,0,Negativo,Masculino,51,10/07/2020
FULANE SILVE,88890248,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-05-31,0,Negativo,Masculino,36,29/05/2020
FULANE SILVE,88890249,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-16,0,Negativo,Masculino,48,16/06/2020
FULANE SILVE,88890250,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-05-31,0,Negativo,Masculino,41,28/05/2020
FULANE SILVE,88890251,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-22,0,Negativo,Masculino,41,22/06/2020
FULANE SILVE,88890252,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-19,0,Negativo,Masculino,45,19/06/2020
FULANE SILVE,88890253,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-18,0,Negativo,Masculino,46,18/06/2020
FULANE SILVE,88890254,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-16,0,Negativo,Masculino,42,16/06/2020
FULANE SILVE,88890255,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-27,0,Negativo,Masculino,44,26/06/2020
FULANE SILVE,88890256,RUA LUGAR NENHUM,SÆo Paulo,99999999,,2020-06-09,0,Negativo,Feminino,51,04/06/2020
FULANE SILVE,88890257,RUA LUGAR NENHUM,Mariana,99999999,,2020-06-26,0,Positivo,Feminino,44,26/06/2020
FULANE SILVE,88890258,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-08,0,Positivo,Feminino,45,05/06/2020
FULANE SILVE,88890259,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-10,0,Negativo,Feminino,37,10/06/2020
FULANE SILVE,88890260,RUA LUGAR NENHUM,Mariana,99999999,,2020-07-19,0,Positivo,Masculino,46,17/07/2020
FULANE SILVE,88890261,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-23,0,Negativo,Masculino,43,22/06/2020
FULANE SILVE,88890262,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-20,0,Negativo,Masculino,43,19/06/2020
FULANE SILVE,88890263,RUA LUGAR NENHUM,SÆo Paulo,99999999,,2020-05-25,0,Negativo,Feminino,32,19/05/2020
FULANE SILVE,88890264,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-16,0,Negativo,Feminino,26,15/06/2020
FULANE SILVE,88890265,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-03-25,0,,Feminino,2,24/03/2020
FULANE SILVE,88890266,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-07-01,0,Negativo,Feminino,35,30/06/2020
